Star Rating,Rating Text
5.0 out of 5 stars,"
  i bought my phone about a month ago, so i can safely say that it is in good working condition and there aren’t many glitches. However, there’s a part of the touch screen that doesn’t work at all, and the screen is not very sensitive. I have to press the screen hard to select something or type a message. This was disappointing and challenging to adjust to this, and hard to use when part of the screen does not let me select it. However, the battery life has proven sufficient so far.
"
1.0 out of 5 stars,"
  The phone LOOKED ok. It kept powering off and back on. Not showing the correct battery percentage. Just not working. Ended up buying a new one for 200 more. Worth it. Still awaiting a refund. They were quick to email a shipping label pdf. Sent phone back. Was recieved on 28th. I was informed there is a 24 hold for employee safety before they could process. Was also then told 5-7 business days. It's been a few days over. Sent an email asking for updated. Will update later for final review. But...buyer beware.
"
5.0 out of 5 stars,"
  Product came with a broken LCD screen.. definitely not worth the price. They must use some cheap screens or something, or perhaps it’s even a hardware issue. It looked like it was nice on the outside tho. Almost looked new. So it was a let down experience and time wasting. Maybe you’ll get luckier than me. It’s refurbished after all, it’s always going to be a gamble."
3.0 out of 5 stars,"UPDATE: Seller got the return back and says the envelope was empty. It’s been about 2 months and still no refund. Horrible experience so far. Claim was opened a month ago and Amazon hasn’t done anything to figure out what’s happened to the product.
"
3.0 out of 5 stars,"
  I ordered this with a 90 day warranty. Before 90days battery started draining and phone was extremely hot."
1.0 out of 5 stars,I sent back with in the time and asked for a replacement. They refused and now have my money and my phone.
1.0 out of 5 stars,"After several tries with Amazon nothing was resolved. Buyer beware....
"
2.0 out of 5 stars,"
  Had several problems. Touch screen way to sensitive. When typing it would add the same letter numerous times. Phone quit accepting inbound calls and went to wrong voicemail when called. Outbound calls worked great. Phone would"
5.0 out of 5 stars,"Not power up at times. One instance took 8 hours before it would finally power up
"
5.0 out of 5 stars,"
  Excelente!"
4.0 out of 5 stars,"everything is fine!
"
5.0 out of 5 stars,"
  The phone was in great condition and worked well but we did have a struggle trying to get it switched over. Apple’s Cust Service department deemed it as a locked product but we kept at it with our passcodes and passwords. It took about an hour of getting blocked due to multiple attempts but it finally unlocked and we were ok!
"
5.0 out of 5 stars,"
  Like some, I was skeptical of a ""Renewed"" product after reading some reviews but the phone is great! No scratches, no dings, no visible damage and everything works perfectly. This is my second time purchasing used tech from Amazon and both times I have been very satisfied. The setup was super easy and I was using my new phone in 10 minutes! I would recommend buying this phone to friends and family."
5.0 out of 5 stars,"The only thing I would point out was that the max battery life on this device is only 87%. I knew that going into the purchase so it's not a surprise or a concern of mine. Overall, the trade off for battery life is well worth the $$$ that I saved if I were to buy a new phone.
"
4.3 out of 5 stars,"
  The phone came in aftermarket box with charger cord and port. The phone was nearly perfect with only one minor scuff on the side. The camera works well and face recognition has function properly BUT I have been experiencing problems with the touch screen; I suspect there may be a problem with the led. Not exactly sure if I would 100% buy again... you get what you pay for.
"
5.0 out of 5 stars,"
  It came in great shape. I can’t complain about the battery life either - it is a two year old phone, and it was still an upgrade from my iPhone 8 that I had to charge every twenty minutes! My only complaint is the Face ID (spotty sometimes, but I guess it’s learning), and the GPS..."
1.0 out of 5 stars,"Sometimes when Im on GPS and Navigating somewhere (Apple Maps, has always worked fine in the past & on other devices), the map will freeze as if my car is not moving and can no longer pick up my location..."
4.0 out of 5 stars,"You can see why this would cause problems. Other than that, great buy!
"
4.0 out of 5 stars,"
  Battery came in at like 85% health, which is fine, not horrible"
5.0 out of 5 stars,"Luckily this phone charged MUCH faster than my previous phone (6s) so that makes me happy. I’m loving the facial recognition, it makes life easier than entering a passcode! I’m very happy with my phone, would definitely buy from this seller again
"
2.0 out of 5 stars,"
  Had to send back because the speaker volume would not work. I had to pay return shipping cost to get refund for a phone that did not work properly. Company should have paid for that due to sending me a defective phone. Do not recommend this company
"
3.0 out of 5 stars,"
  Definitely has a few always quirks such as the lag about it....the awkward embedded diagnostic software needs to be removed before shipping."
1.0 out of 5 stars,"Otherwise, seems to work as a decent replacement. Battery operational. Screen operational."
5.0 out of 5 stars,Live. Laugh. Love.
2.0 out of 5 stars,"Thanks.
"
1.0 out of 5 stars,"
  I did a lot of research into buying a refurbished phone and looked into sellers on amazon. I have had this Iphone X for 4 months and it has stopped working completely. The Phones charging port no longer works and the phone will overheat, shut off and get stuck with only the logo on the screen. This is especially upsetting seeing as how it was not safe to go to the post office and most public places were shut down during the warranty period of buying this phone. I was unable to return within the limited time frame allowed. Do not purchase anything from this seller or a refurbished item from amazon at all.
"
5.0 out of 5 stars,"
  Phone was a gift for friend they are very pleased with iPhone x
"
4.3 out of 5 stars,"
  This was a Christmas gift . When received it the was a noise when you when tap the screen. Now the whole screen has fallen off. I've reached out and haven't heard back and now im have to get a new phone this was money wasted. There is no damage to the screen or phone it just freaking came off smh
"
5.0 out of 5 stars,"
  What a great deal.  I’ve never been the one to want the newest iPhone.  This model has want I am looking for after trying Samsung for a couple of years.  Never again Samsung.  This phone is amazing at a phenomenal price
"
1.0 out of 5 stars,"
  Looked like new - no sign of wear.  Battery % compared to new was 84% per the Amazon Renewed sticker on side of box.  Came with charger and screen protector- unfortunately screen protector was for Xr and not the X, so I bought one that fit.  Transferred data from old phone & this “new” X works great.  Much better than paying $700 more for the latest when it’s not necessary."
1.0 out of 5 stars,"Only downside was getting the shipment hung up 10 days awaiting FedEx transfer to Memphis due to the Feb winter storm.
"
1.0 out of 5 stars,"
  Mine was stuck due to coronavirus pandemic so i had to wait until the shipment got to me here in Nigeria. 2 months in transit and the battery was still 64%"
4.0 out of 5 stars,"The device is OK, looks new and so far i haven't noticed any problem.
"
5.0 out of 5 stars,"
  This item arrived in such great condition, fully international unlocked, as new, battery life at full extents, all functions and screen running fantastic. 5 stars service and quality iPhone .
"
5.0 out of 5 stars,"
  I was a little skeptical when purchasing this phone because all the bad reviews, but at the end of the day I needed it so I made the buy. It arrived 5 days after the purchase. The iPhone was absolutely stunning! No scratches no dents. In pristine condition. I definitely recommend it considering that it came with a charger, phone case, and screen protector.
"
5.0 out of 5 stars,"
  My son wanted an expensive iphone 11 Pro. I settled for this because phone now in days are ridiculously expensive, but this was a great deal and the screen and phone itself are in great shape, no scratches, no glitches, I like it. Both my son and I are 100% satisfied.
"
5.0 out of 5 stars,"
  The phone came with almost no scratches anywhere, and a screen protector already on. The charger that cane with it was not apple just some other random iPhone cord. The only issue I had with the phone is when I turned my voice control/Siri on, it would type what I was saying Into the places you would type without me clicking the microphone. I just turned Siri off and haven’t had a issue since. Would highly recommend.
"
5.0 out of 5 stars,"
  Something is seriously wrong. I cannot receive phone calls from important people; my daughters, several friends, 2 doctors offices, my hair salon. I’m wondering who else cannot get through. Also, I am not receiving text messages from some people.
"
5.0 out of 5 stars,"
  Terrible. Screen completey does whatever it wants goes crazy and doesn’t let you have any control.
"
4.3 out of 5 stars,"
  paid almost 100 extra dollars to get the so called ""premium"" version only for it to have a scratch on the screen and a touchscreen that barely works. A few taps is all it takes for the screen to start ghosting like crazy and become almost unusable until you reset it manually. Not buying a used phone for a while cause of this
"
5.0 out of 5 stars,"
  I actually bought 3. I have an son that had bought one a few months before. Great deal
"
1.0 out of 5 stars,"
  Got this for my son, the phone was in great condition, (renewed) Only had one scratch on side, wouldn’t have been visible in case.."
1.0 out of 5 stars,"But the second day using it, the screen wasn’t functioning properly. After taking off the screen protector it was still delayed or wouldn’t work until we turned off/on device. Seller was very responsive and refunded with no delays or other issues.
"
5.0 out of 5 stars,"
   I love my new iPhone X ~ it came with a SIM card remover and with a screen protector and with a off brand charger but it works perfectly fine and it came with helpful instructions the phone battery capacity is 86% which is still good enough and it runs greats and it can update I seen maybe 3 lil small scratches marks but once I put a case on it u can’t really tell anyways the whole iPhone X works 98% great I love it it’s worth the buy to be honest I hope you have a good experience like me thanks amazon I’m a happy customer
"
3.0 out of 5 stars,"
  this phone was perfect ! Came in great condition no scratches no dents came with a nice screen protector and all I had to do was insert my SIM card fully unlocked because I’m with straight talk . Great phone !! Just the wrapping of the package when it was delivered could have been better
"
5.0 out of 5 stars,"
  I think this product was a very good product I have no problems with the phone didn’t know that I can buy a product like this from Amazon that was good
"
5.0 out of 5 stars,"
  This phone will be used for personal use. It is the perfect size I was looking for. It has a quick response and it is just what I was looking for in all aspects of an iPhone.
"
5.0 out of 5 stars,"
  I purchased the phone as a gift for my husband. Upon arrival the screen started to give problems. After consulting with an Iphone specialist it was discovered that the screen had to be replaced.  The screen was proven to be defective. I was very disappointed to say the least. The Seller was also not helpful. I was asked to remove my negative feedback and they would try to assist me. They never contacted me after I remove my initial feedback. I had to contact them and after I did they said that the time had passed and they cannot help me.
"
5.0 out of 5 stars,"
  I was quite skeptical at first, after having read a few negative reviews, but decided to give it a try and order a refurbished iPhone X from this company. I simply could not be more pleased! My phone came in a neatly packaged format with an aftermarket charger.  It didn’t have earbuds, but hey. The screen had no scratches at all. It was 85% charged and fired right up when I downloaded everything. I’m super happy with my purchase and would encourage anyone to do the same.
"
5.0 out of 5 stars,"
  I am very pleased with this purchase.  The look of the phone is perfect and the battery life is fine for the cost savings.  It actually came with a screen protector so I will be returning the one I purchased with the phone.  I was also able to easily switch carriers due to the fact that it is unlocked.
"
4.3 out of 5 stars,"
  I love my new phone! I was hesitant to purchase based on the reviews but I am so glad I did. Shipping was fast and it is in pristine condition. My husband and I went over it with a fine tooth comb and it is perfect!"
5.0 out of 5 stars,"I also wanted to add that the battery health is on 93% 🤗
"
1.0 out of 5 stars,"
  The price and quality of the phone is superb. The phones edges and backing are smooth and scratch free. Touch screen as well . The shipping was very quick. And the seller offers great customer support. I dropped my phone and shattered the screen only a few days after receiving it. I reached out to the seller and he helped me out tremendously. Amazing customer service!! Seriously, order your refurb iPhones from this seller!
"
5.0 out of 5 stars,"
  I’m typing this review on my new iPhone X and I love it! At first getting everything switched from my 7 plus to this phone was a wee bit of a struggle (took about 1.5 hours just to update and transfer everything over), but after I got everything done it's been my new best friend! Would totally recommend
"
5.0 out of 5 stars,"
  This phone came in great condition! The battery is at 89% but I can’t complain since this is a renewed item. The screen has no cracks neither the back.. I did checked the edges and there was no scratches at all!!camera works 100% and fully worked with my carrier! Bought it from chubbiestech and will buy again! It came with a free screen protector!"
5.0 out of 5 stars,"Edit* This phone is still up and running smoothly after a couple of months!! just buy it
"
5.0 out of 5 stars,"
  I read reviews before buying. Only two days in will update if anything changes. Luckily for me I had no issues. Order arrived next day no cracks at all. very small mark near charging port not a big deal. Phone comes with screen protector on it. I got 100% battery life on mine - checked under settings.
"
5.0 out of 5 stars,"
  I ordered the space grey 256gb iphone x. I got and it is damn near mint. No marks no scratches, even tho it was still on iOS 12 I did upgrade it to iOS 13.2r. I upgraded from a 6s+ and im pleased with the peice of mind from amazon, and not taking a gamble on ebay.
"
5.0 out of 5 stars,"
  Phone came in a box where it had no padding, it shipped flopping around in a box that could not firmly contain in. Did not come with a headphone/aux adapter, so that was not cool. Came with a super generic block and cord. Emphasize generic. Probably came off the boat with corona virus. The phone itself is solid and battery is good enough. I’d find a different seller if you want better or more or accessories included.
"
5.0 out of 5 stars,"
  So I was really worried after seeing some reviews. I was so close to canceling my order after I’d placed it because I was worried. But I’m typing this out right now on my new iPhone X and I have had absolutely no issues or problems. It works great, the battery life was at 94 capacity, no scratches at all. Clean. Honestly, I was so riddled with anxiety, but I was worrying for nothing. I know everyone’s experiences are different, but mine was amazing. I encourage anyone to buy from this seller.
"
5.0 out of 5 stars,"
  It is GREAT for the price so its good. One Pretty nasty scratch and also the battery health was at 91%. Not amazing but acceptable.
"
2.0 out of 5 stars,"
  Was impressed that u can’t tell if this phone was used before due to its quality. Looks like new. And yes it’s fully unlocked and can use any carrier of your choice.
"
4.3 out of 5 stars,"
  Phone was supposedly Unlocked. Worked for a year but now trying to switch carriers the phone has been locked by KDDI Japan. Likely due to the phone being stolen and jail token or something shady. No way to use the phone with my new carrier!! Had to waste so much money due to being swindled by this seller!
"
5.0 out of 5 stars,"
  Very good phone
"
1.0 out of 5 stars,"
  Pos falsely advertised phone. DO NOT BUY. Turned on the phone and it hadn’t been reset and the screen wasn’t receiving touch in certain places. I reset the phone hoping it was a software glitch and nothing changed. I’m locked out of the phone now because I can’t enter the passcode set because the screen won’t accept my inputs when I try to hit the 3."
1.0 out of 5 stars,"If I would have read the reviews before buying this phone, I wouldn’t of bought it. Seems like half the people who order these phones have major problems...
"
5.0 out of 5 stars,"
  I purchased this phone and it arrived looking good as new. At first everything seemed to be functioning great but after just a day or two of light use ( I was still primarily functioning with my previous phone) It started glitching random opening and closing out of apps and doing commands within apps without me even touching the screen. Really wanted this product to be great but I didn't want to pay 500+ dollars for a phone that started off broken.
"
1.0 out of 5 stars,"
  The phone is in excellent condition, I’m just slightly disappointed at the battery life and how it’s recommended that I get it serviced because even when it is fully charged, it’s is only running at 79%. So if I am supposed to have 16 hours of battery life, I only have about 12 and a half hours!
"
2.0 out of 5 stars,"
  First of all, It arrived earlier than I expected, and they made sure the item was headed in our hands instead of leaving it at the door. Good service! Secondly and importantly, the phone works very well, the battery life of it is at 89% which is more than acceptable. However, there are some scratches on the screen and the side but it's just a little bit, it doesn't bother me much when I operate the phone. Overall, I'd give it 10/10! Thank you Amazon renew!
"
4.0 out of 5 stars,"
  I bought this for my fiancé and he loves it so far! The only thing that I would complain about is the battery life. It doesn’t last as long, but its still pretty good. Very happy with the purchase.
"
4.0 out of 5 stars,"
  Everything worked but microphone.  Distant end could not hear me.  Waiting on reply from seller as a quality control tag was included in the box but obviously QA did not call someone and speak to them tofuly check out the phone.
"
5.0 out of 5 stars,"
  Overall the phone operates greatly!! I received it very quickly and although the batter is somewhat low, it will still last me up to five and half hours. If you need to save money and are in a tight spot because your previous phone has depleted then I recommend this one greatly !!!
"
5.0 out of 5 stars,"
  The battery life was 80% and it felt like 50%. There were numerous scratches on the screen and the body of the phone. I understand  it’s refurbished but I was expecting a bit less of a used item.
"
4.3 out of 5 stars,"
  This phone was practically dead when i received it. Plus the speaker is all muffled when playing youtube..when i received a call the other person could not hear me, only i could hear him. I tested this out with my fiance in seperate rooms.
"
5.0 out of 5 stars,"
  Bought from Cellular Resource. Phone is Excellent! No scratches. Works Perfectly! Highly Recommend! Easy set up! No issues. 100% Perfect IPhoneX!! Ty!! Fast shipping!
"
1.0 out of 5 stars,"
  Check your phone plan first to find your carrier, make sure to read the definition after making a choice at the top for type. I think I went with Verizon over the All Unlocked because it wasn’t actually all carriers."
1.0 out of 5 stars,"I have been with PagePlus plan that uses Verizon as their carrier and was able to just pop my SIM in (from iPhone 6 SE) and it worked immediately! Very good condition, so far no problems. 10/10 recommend, just read the description and see if it actually has your carrier.
"
1.0 out of 5 stars,"
  When I opened the box, the phone was in pristine condition! The only thing I noticed so far is that there is a long micro scratch at the bottom, but after an hour of using it I noticed it, so I’m not bothered by it. Other than that, it looks and performs great! Don’t let the low star reviews scare you, bedsides, you can return it or get a refund if you’re not satisfied with it. No risks!
"
5.0 out of 5 stars,"
  El teléfono funciona perfectamente, actualmente estoy en Colombia y el teléfono funciona muy bien, pude hacer el registro con Movistar (mi operador) y funciona muy bien. Sin embargo, el apartado estético del teléfono fue decepcionante. No es como dice en Amazon Renewed “luce como nuevo” el celular se bastante que ha sido usado, tiene marcas de rayas que le dejó un estuche y una peladura en uno de los laterales. Desafortunadamente vivo muy lejos (en Colombia) como para solicitar un cambio, así que tuve que quedarme con el teléfono pero no estoy totalmente satisfecho.
"
5.0 out of 5 stars,"
  NEVER WILL BUY ANOTHER PHONE FROM AMAZON. I AM USUALLY A VERY SATISFIED CUSTOMER. THIS PRODUCT COST TOO MUCH MONEY AND I WAS NEVER ABLE TO USE IT. LOST THE PHONE ACTIVATION NUMBER AND PHONE IS NOT IN SERVICE. AMAZON OUGHT TO STOP SELLING THIS PRODUCT AS FAR AS I AM CONCERNED.
"
5.0 out of 5 stars,"
  Phone came better than expected. For a refurbished unit it was in excellent shape. My unit came well packaged with a charger cable and brick. Phone was unlocked as advertised and I had no issues setting it up. Very happy with my purchase. Shipping was prompt and fast. Would recommend.
"
3.0 out of 5 stars,"
  The phone I received was spotless clean and no visible scratches anywhere. It was easy to set up and transfer my items from my old iPhone to the new one! Everything works fine the only thing was that the charger equipment is not the original from Apple but I can still use the original from my other phone so no big deal here! I’m a happy customer!
"
3.0 out of 5 stars,"
  I know SOME have had bad experiences BUT NOT THIS GUY!!! I am beyond satisfied. Not only did I get a “like new” phone with all items listed. It had a screen protector on it. Ok so yeah some can argue that it should of been just the phone and a screen protector is proof it was not cleaned completely. Dude whatever it is one piece I don’t have to worry about! 5*
"
1.0 out of 5 stars,"
  battery life, audio quality, reception, all marginal.
"
4.3 out of 5 stars,"
  Everything is so perfect!!! Except that I can barely hear the person when on a phone call. I have the volume up 100%, I updated the software, restarted the phone, turned airplane mode on and off. But I can barely hear the person on the other line. The other person can hear me well. Turns out the earpiece speaker was just super dusty. I cleaned for days and now I'm really happy with this purchase.
"
5.0 out of 5 stars,"
  Nice little iphone!
"
1.0 out of 5 stars,"
  Bought this phone for my son, it came with scratches, glitches when turned on and keeps switching to different apps like calculator, safari, maps, etc without even touching it. Oh and it’s already running hot and only had it for one day. Do not buy from this seller at all!
"
4.0 out of 5 stars,"
  This phone appeared brand new.  No scratches or cosmetic flaws at all. I’m returning it because the phone was blacklisted by all carriers. Evidently the phone had been activated on an account that still has an outstanding balance. I activated but my account was shut down almost immediately so I had to go back to my old phone. I am returning the phone but I am purchasing another from these same people.  I hope the next phone is as perfect as this one was!
"
5.0 out of 5 stars,"
  Really great deal! Other reviews mentioned cosmetic damage, my phone is in perfect condition, not one scratch. Battery operation is at 84%, not bad at all, holds a charge for a full day. I’m pretty excited about this phone, get one, well worth it.
"
1.0 out of 5 stars,"
  Phone works great! Delivery was great
"
5.0 out of 5 stars,"
  I’ve bought plenty refurbished phones/renewed phones, usually that means a used phone with a new front glass. To my pleasant surprise both sides of the glass appear to be new.  But I was extremely surprised to see a 100% life battery. The stainless steel casings by Apple are very durable in comparison to their aluminum no damage as expected. Of course I wouldn’t bet on receiving an essentially new phone but that what I got.
"
5.0 out of 5 stars,"
  I liked that it came exactly as it descripted, The quality was brand new and came with a little charger to give it battery life. I was able to create a new itunes account, as well as imessage other iphones, set up find my iphone. It is the ios version that includes the new apps current so I got all the free apps to work on the store, and the camera worked just fine. I was able to use the new live wallpaper video feature and I was able to download my previous bought songs from itunes.
"
5.0 out of 5 stars,"
  The phone is great I’m sure when I learn how to use it I will be happy  why does every iPhone have  different ways to do the same thing. I am 55 don’t really want to have to learn the phone over and over. My brain is full and I’m technically challenged
"
5.0 out of 5 stars,"
  Ordered a 256 GB for AT&T. Product came with minor scuffs on the sides of the phone that were easily covered by a cheap case. IMEI was clean and I just slid in the SIM card from my old iPhone to get signal. Battery life was at 85%. Solid 8/10 quality but well worth the discount over buying new. Will update if any issues arise.
"
4.3 out of 5 stars,"
  These phones are not renewed. They just clean them and shove them in a box. How do you sell a phone with a bad battery? It’s criminal, but learned my lesson.
"
5.0 out of 5 stars,"
  This is a great phone. My wife loves it and it was in perfect condition battery was around 95 percent. Have not had a single issue just saving money till I can purchase one for myself
"
1.0 out of 5 stars,"
  Great to be back to iPhone. Delivered on time and functions well. Needed assistance from Apple store for data transfer, but since I bought here, they would not help. Put me on to an app that did not transfer all data. Still trying to get photos downloaded to phone.
"
3.0 out of 5 stars,"
  A great product but the only bad thing was that the batteries health for both of the phones I brought was 87% and 89%. Other wise everything is okay.
"
3.0 out of 5 stars,"
  Like product
"
5.0 out of 5 stars,"
  There is a weird light along the right side of the screen. I’m returning it. Other than that the condition looked good. Didn’t bother trying to use it since it looks messed up.
"
5.0 out of 5 stars,"
  I was a little concerned with the negative reviews but ordered anyways. The price is great for an unlocked iPhone, I use PureTalk gsm carrier which works fine with this phone. The phone doesn't have any noticeable scratches or wear and tear. The battery health is at 100% which is better than expected. Definitely recommend!
"
4.0 out of 5 stars,"
  Recieved my phone in almost perfect condition. No cracks at all and just a very minor scratch on the top right of my screen that is not visible at all unless you look at it closely. Phone came with a battery like with 86% which is not the best but better then anything. I bought my phone from chubbietech because they offer 2 day shipping and they packaged the product nicely.
"
5.0 out of 5 stars,"
   The condition of the phone itself was good, but the phone operations were poor. The touch screen Would not work for the upper half of the phone as you can see in the video. It did this even after completely setting it up after several attempts. Tried To navigate through without the ability to touch the top part of the phone. Could not be done. Returning the device, and saved myself further disappointment.
"
3.0 out of 5 stars,"
  I just got this phone 5 days ago, and on the second day already, it won't charge past 2%, and then it dies. I took it on a trip and was barely able to use it. Good thing I brought my old cracked phone with, otherwise I wouldn't have a phone at all. I tried charging it for hours and it would just repeat the cycle of turning on up until 2%, and then dying again. Super disappointing because it is a cute phone."
3.0 out of 5 stars,"P.s I tried 3 different chargers and the result was the same.
"
4.3 out of 5 stars,"
  The initial review of the phone seemed in good condition, battery life was not bad but quickly went downhill - unable to last an entire day.  When the phone is low power mode the screen goes black.  Literally black making the phone useless until significantly charged.  Characters on phone are mixed up. You type a comma and get a period and vice versa.  Disappointed in the quality of this device and the price!
"
5.0 out of 5 stars,"
  Came with charging cable that didn't work phone
"
1.0 out of 5 stars,"
  The phone is great in general, the battery came un 80% condition, the exterior was good, but the screen has the keyboard burn in it, so whenever you open an app, photo, or video that has a lot of white in it, you can see the burn pixels in the screen and its pretty annoying.
"
2.0 out of 5 stars,"
  Great product. Cheap. Mine looks brand new, battery is amazing. Not sure why there are so many negative reviews.
"
1.0 out of 5 stars,"
  I’ve always bought refurbished phones since it’s gone well for me and I get the device for a lower price.  It’s always a risk but the company checks out and the phone came out perfect.  I didn’t have any scratches on the glass on the front or back.  The sides are a bit worn out, but that’s to be expected.  I have a case on anyway so I don’t mind the scratches.
"
3.0 out of 5 stars,"
  Got this phone for a friend, had a total of 4 days where it worked with no issues. After those days the battery life deteriorated tremendously!(im talking of 100% to 60% in hour and a half with no usage. Then the over heating and the white screen when i was listening to music. DO NOT BUY! Its a waste of your money. Get something better!
"
5.0 out of 5 stars,"
  Ear speaker is muffled. Can barely hear it with volume all the way up. I’ll deal with it until I can get it fixed. Speaker phone works fine. I use it for business and don’t have time to send back and not have a phone.
"
5.0 out of 5 stars,"
  I bought the iPhone X and it looked brand new. No scratches no cracked screen. I love my phone and it works perfectly fine, however when my phone is on silent it still makes the camera noise. It did come with a charger and safely packaged. I love the fast shipping too.
"
1.0 out of 5 stars,"
  No marks or scratches and 95% battery. Love the new screen that eliminates the home button. Just slide up from bottom and everything is there ready to go.
"
1.0 out of 5 stars,"
  I have pixel loss in the screen, phone constantly overheats/crashes/restarts, battery went from 100% health to seriously degrading... I've had a lot of luck with refurb apple products but this was a nightmare.. AND they want $99 to replace the phone. I should have just bought it new outright from Apple.
"
4.3 out of 5 stars,"
  After reading some of the reviews I was hesitant but the phone arrived and so far everything looks great. No scratches or damage to the phone and so far everything is working perfectly."
5.0 out of 5 stars,Battery health was only 85% which is why this review did not make it to 5 stars.
1.0 out of 5 stars,"Will update if any change.
"
4.0 out of 5 stars,"
  The phone came pretty quickly. I ordered it on a Tuesday this week and today is Saturday and I just received my phone. It came dent and scratch free loved that part. Doesn’t come with headphones but most refurbished devices don’t so I’m not mad at that it does however  come with a charger. All and all my first experience buying a refurbished device from amazon was actually pretty decent and cool the wait wasn’t long , I saved $345 by buying here instead of with my phone company, I also found some great deals on cases if I ever needed to use it again I definitely would.
"
4.0 out of 5 stars,"
  Mi teléfono móvil me llegó, tal como yo lo había tenido fijo.  Cuando abrí la caja, vi que ya venía con cargador, y un protector plástico de pantalla grueso, lo cual no esperaba. Lo pedí ""completamente desbloqueado,"" y así lo recibí. No vino sucio, ni con rayas en la pantalla. Ha sido más de una semana y no he tenido problemas con el móvil, ni con el cargador. Lo único ha sido que cambié el proctector de pantalla para uno de cristal. ¡Estoy muy satisfecho!
"
5.0 out of 5 stars,"
  I was nervous at first because I bought the phone and then read the reviews. However, my phone has been great and working great. No cracks or scratches. It came with a charger and a case. It was clean and easy to activate. The IMEI was clean and I have had no problems as of yet. The only complaint was that the phone battery health was at 86% so I wonder if I’ll have battery issues later but it is used. Take the leap and buy the phone.
"
5.0 out of 5 stars,"
  You can see tons of scratches when light shines on the screen. The phone I got was definitely dropped, scuffed, and just blatantly abused!"
5.0 out of 5 stars,"The seller cleaned the screen, but failed to clean the speakers, and charger port. A brand new phone is only $100 more. I would suggest just buying a new phone.
"
3.0 out of 5 stars,"
  I don’t know if the phone was supposed to came with the headphones but I didn’t receive it on the box
"
5.0 out of 5 stars,"
  I was really skeptical about getting this phone given the bad reviews I saw on here but honestly, I was surprised to see the phone was in really good condition it was fully unlocked I didn’t have any trouble getting the service on. It had a battery capacity of 81% which isn’t good but I’m not upset just cause the phone is really good. For the price It turned out to be a great purchase. I totally recommend if your not trying to spend much on a phone
"
5.0 out of 5 stars,"
  I bought this new at launch. It was buggy and I hated it. Battery life was short and Face ID did not work. This is a whole new world. I still hate Face ID but at least it works.
"
5.0 out of 5 stars,"
  Kiss Electronics Inc - Amazon seller did a great job. Like new phone - screen was like new. Fast shipping, good packaging, will buy from Kiss Electronics again.
"
5.0 out of 5 stars,"
  The phone overall looked very nice and new, only had one tiny scratch on it barely noticeable, however when making calls you cannot hear what anyone is saying, the phone was also very slow.
"
4.3 out of 5 stars,"
  Great product, i using it now to type this up. But only bad thing is a few scratches on the sides, if it came with headphones and was like $50 cheaper i would totally recommend, but it is refurbished so don’t expect alot of greatness.
"
5.0 out of 5 stars,"
  This is an amazing phone for the price everything was perfect the battery life is a little worn out but not horribly bad definitely recommend
"
1.0 out of 5 stars,"
  He likes the features and has been getting comfortable using the apps!  Battery life has been great and the screen is very clear.
"
4.0 out of 5 stars,"
  Phone arrived in perfect condition. Looks and works like brand new. Only downside I have found is that the battery will only charge up to 80%.
"
5.0 out of 5 stars,"
  In all honesty this is a huge upgrade from the phone I already had, the battery life is awesome...touch screen works great, the phone overall works wonderfully."
5.0 out of 5 stars,"The only thing that I’d really complain about is all the scratches on the side of the phone and the small crack the phone screen has. It’s very tiny, so I wasn’t THAT bothered by it...but other than that the phone is fine.
"
5.0 out of 5 stars,"
  I bought this phone from cell cow refurbished who provided a glass screen protector, and a case for the phone which really surprised me. Phone seems to be in great condition, battery health is currently over 80%, and besides that, the phone looks and feels brand new. No standout scratches or dings to the phone casing too! If you are going to buy a renewed iPhone x, I suggest buying from cell cow refurbished. Great phone!
"
4.0 out of 5 stars,"
  Just received my new phone this week and I am in love with it!! I was so impressed by the quality of my ""renewed"" phone I have now placed an order for another one for my son.  The phone arrived in fantastic condition and the battery has 88% on it.  There was even a case for the phone included!  I would definitely recommend.  I don't think their price and quality can be beat!
"
5.0 out of 5 stars,"
  This phone is TERRIBLE! It shuts off for WEEKS at a time and no one is ever able to fix it. It went from shutting off for hours to shutting off for days now WEEKS! It’s been off for two weeks now and will not turn back on! This is ridiculous! I’ve had it for only 5 months!! Unacceptable! Need a refund!
"
5.0 out of 5 stars,"
  The phone arrived almost overnight and in excellent, sturdy packaging. The phone is great except the screen was definitely used. I guess that makes sense... it is used. It had a few scratches and I just noticed there is a tiny chip in the side of the screen - but it is not noticeable. I am guessing the seller did not even notice."
4.0 out of 5 stars,"Anyway great phone and I'd still recommend getting a phone from this guy rather than buying one new.
"
1.0 out of 5 stars,"
  The touchscreen completely stopped working.  There has been no damage, no drops or water damage to the phone but the screen doesn’t work. We tried restarting it 20-30 times and once it came back for a few hours and then it froze up again. The phone is locked so we can’t even unlock it to restore or back it up.  Bummer.
"
4.3 out of 5 stars,"
  Got this iPhone today. Everything works flawless except for the fact that I cannot connect any of my bluetooth devices... sad.
"
